route_name,sido,sigungu,start_addr_jibun,start_addr_road,start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,road_id,is_wide_road,safety_index
박정희로5L-16,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-16_구미시,1,0.0585
박정희로5L-15,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-15_구미시,1,0.0585
박정희로5L-14,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-14_구미시,1,0.0585
박정희로5L-13,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-13_구미시,1,0.0585
박정희로5L-12,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-12_구미시,1,0.0585
박정희로5L-11,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-11_구미시,1,0.0585
박정희로5L-10,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-10_구미시,1,0.0585
박정희로5L-9,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-9_구미시,1,0.0585
박정희로5L-8,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-8_구미시,1,0.0585
박정희로5L-7,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-7_구미시,1,0.0585
박정희로5L-6,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-6_구미시,1,0.0585
박정희로5L-5,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-5_구미시,1,0.0585
박정희로5L-4,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-4_구미시,1,0.0585
박정희로5L-3,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-3_구미시,1,0.0585
박정희로5L-2,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-2_구미시,1,0.0585
박정희로5L-1,경상북도,구미시,,경상북도 구미시 송정동 9-10,36.120866,128.349538,36.102921,128.359611,0.05,2.5,자전거보행자겸용도로,0,박정희로5L-1_구미시,1,0.0585
박정희로4L-11,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.03,2.5,자전거보행자겸용도로,0,박정희로4L-11_구미시,1,0.0584
박정희로4L-10,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-10_구미시,1,0.0585
박정희로4L-9,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-9_구미시,1,0.0585
박정희로4L-8,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-8_구미시,1,0.0585
박정희로4L-7,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-7_구미시,1,0.0585
박정희로4L-6,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-6_구미시,1,0.0585
박정희로4L-5,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-5_구미시,1,0.0585
박정희로4L-4,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-4_구미시,1,0.0585
박정희로4L-3,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-3_구미시,1,0.0585
박정희로4L-2,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-2_구미시,1,0.0585
박정희로4L-1,경상북도,구미시,,경상북도 구미시 송정동 38-5,36.117179,128.353187,36.120866,128.349538,0.05,2.5,자전거보행자겸용도로,0,박정희로4L-1_구미시,1,0.0585
박정희로3L-12,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.03,2.5,자전거보행자겸용도로,0,박정희로3L-12_구미시,1,0.0584
박정희로3L-11,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-11_구미시,1,0.0585
박정희로3L-10,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-10_구미시,1,0.0585
박정희로3L-9,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-9_구미시,1,0.0585
박정희로3L-8,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-8_구미시,1,0.0585
박정희로3L-7,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-7_구미시,1,0.0585
박정희로3L-6,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-6_구미시,1,0.0585
박정희로3L-5,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-5_구미시,1,0.0585
박정희로3L-4,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-4_구미시,1,0.0585
박정희로3L-3,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-3_구미시,1,0.0585
박정희로3L-2,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-2_구미시,1,0.0585
박정희로3L-1,경상북도,구미시,,경상북도 구미시 송정동 86-3,36.122842,128.343302,36.121022,128.349494,0.05,2.5,자전거보행자겸용도로,0,박정희로3L-1_구미시,1,0.0585
박정희로2L-12,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.01,2.5,자전거보행자겸용도로,0,박정희로2L-12_구미시,1,0.0583
박정희로2L-11,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-11_구미시,1,0.0585
박정희로2L-10,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-10_구미시,1,0.0585
박정희로2L-9,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-9_구미시,1,0.0585
박정희로2L-8,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-8_구미시,1,0.0585
박정희로2L-7,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-7_구미시,1,0.0585
박정희로2L-6,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-6_구미시,1,0.0585
박정희로2L-5,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-5_구미시,1,0.0585
박정희로2L-4,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-4_구미시,1,0.0585
박정희로2L-3,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-3_구미시,1,0.0585
박정희로2L-2,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-2_구미시,1,0.0585
박정희로2L-1,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124314,128.337083,36.123086,128.342798,0.05,2.5,자전거보행자겸용도로,0,박정희로2L-1_구미시,1,0.0585
박정희로2R-67,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.01,2.5,자전거보행자겸용도로,0,박정희로2R-67_구미시,1,0.0583
박정희로2R-66,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-66_구미시,1,0.0585
박정희로2R-65,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-65_구미시,1,0.0585
박정희로2R-64,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-64_구미시,1,0.0585
박정희로2R-63,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-63_구미시,1,0.0585
박정희로2R-62,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-62_구미시,1,0.0585
박정희로2R-61,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-61_구미시,1,0.0585
박정희로2R-60,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-60_구미시,1,0.0585
박정희로2R-59,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-59_구미시,1,0.0585
박정희로2R-58,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-58_구미시,1,0.0585
박정희로2R-57,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-57_구미시,1,0.0585
박정희로2R-56,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-56_구미시,1,0.0585
박정희로2R-55,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-55_구미시,1,0.0585
박정희로2R-54,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-54_구미시,1,0.0585
박정희로2R-53,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-53_구미시,1,0.0585
박정희로2R-52,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-52_구미시,1,0.0585
박정희로2R-51,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-51_구미시,1,0.0585
박정희로2R-50,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-50_구미시,1,0.0585
박정희로2R-49,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-49_구미시,1,0.0585
박정희로2R-48,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-48_구미시,1,0.0585
박정희로2R-47,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-47_구미시,1,0.0585
박정희로2R-46,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-46_구미시,1,0.0585
박정희로2R-45,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-45_구미시,1,0.0585
박정희로2R-44,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-44_구미시,1,0.0585
박정희로2R-43,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-43_구미시,1,0.0585
박정희로2R-42,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-42_구미시,1,0.0585
박정희로2R-41,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-41_구미시,1,0.0585
박정희로2R-40,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-40_구미시,1,0.0585
박정희로2R-39,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-39_구미시,1,0.0585
박정희로2R-38,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-38_구미시,1,0.0585
박정희로2R-37,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-37_구미시,1,0.0585
박정희로2R-36,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-36_구미시,1,0.0585
박정희로2R-35,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-35_구미시,1,0.0585
박정희로2R-34,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-34_구미시,1,0.0585
박정희로2R-33,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-33_구미시,1,0.0585
박정희로2R-32,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-32_구미시,1,0.0585
박정희로2R-31,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-31_구미시,1,0.0585
박정희로2R-30,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-30_구미시,1,0.0585
박정희로2R-29,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-29_구미시,1,0.0585
박정희로2R-28,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-28_구미시,1,0.0585
박정희로2R-27,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-27_구미시,1,0.0585
박정희로2R-26,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-26_구미시,1,0.0585
박정희로2R-25,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-25_구미시,1,0.0585
박정희로2R-24,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-24_구미시,1,0.0585
박정희로2R-23,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-23_구미시,1,0.0585
박정희로2R-22,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-22_구미시,1,0.0585
박정희로2R-21,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-21_구미시,1,0.0585
박정희로2R-20,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-20_구미시,1,0.0585
박정희로2R-19,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-19_구미시,1,0.0585
박정희로2R-18,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-18_구미시,1,0.0585
박정희로2R-17,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-17_구미시,1,0.0585
박정희로2R-16,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-16_구미시,1,0.0585
테크노산업로55번길,울산광역시,남구,,울산광역시 남구 두왕동 628,,,,,0.66,1.0,,0,테크노산업로55번길_남구,0,0.0253
박정희로2R-15,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-15_구미시,1,0.0585
박정희로2R-14,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-14_구미시,1,0.0585
박정희로2R-13,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-13_구미시,1,0.0585
박정희로2R-12,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-12_구미시,1,0.0585
박정희로2R-11,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-11_구미시,1,0.0585
박정희로2R-10,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-10_구미시,1,0.0585
박정희로2R-9,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-9_구미시,1,0.0585
박정희로2R-8,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-8_구미시,1,0.0585
박정희로2R-7,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-7_구미시,1,0.0585
박정희로2R-6,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-6_구미시,1,0.0585
박정희로2R-5,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-5_구미시,1,0.0585
박정희로2R-4,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-4_구미시,1,0.0585
박정희로2R-3,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-3_구미시,1,0.0585
박정희로2R-2,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-2_구미시,1,0.0585
박정희로2R-1,경상북도,구미시,,경상북도 구미시 송정동 1-81,36.124478,128.337008,36.103885,128.357307,0.05,2.5,자전거보행자겸용도로,0,박정희로2R-1_구미시,1,0.0585
송원동로3L-5,경상북도,구미시,,경상북도 구미시 원평동 1107,36.121631,128.350241,36.123601,128.351633,0.02,3.5,자전거보행자겸용도로,0,송원동로3L-5_구미시,1,0.0817
송원동로3L-4,경상북도,구미시,,경상북도 구미시 원평동 1107,36.121631,128.350241,36.123601,128.351633,0.05,3.5,자전거보행자겸용도로,0,송원동로3L-4_구미시,1,0.0818
송원동로3L-3,경상북도,구미시,,경상북도 구미시 원평동 1107,36.121631,128.350241,36.123601,128.351633,0.05,3.5,자전거보행자겸용도로,0,송원동로3L-3_구미시,1,0.0818
송원동로3L-2,경상북도,구미시,,경상북도 구미시 원평동 1107,36.121631,128.350241,36.123601,128.351633,0.05,3.5,자전거보행자겸용도로,0,송원동로3L-2_구미시,1,0.0818
송원동로3L-1,경상북도,구미시,,경상북도 구미시 원평동 1107,36.121631,128.350241,36.123601,128.351633,0.05,3.5,자전거보행자겸용도로,0,송원동로3L-1_구미시,1,0.0818
통일전자전거도로,경상북도,경주시,경상북도 경주시 남산동 1164-25,,,,,,1.98,2.5,자전거보행자겸용도로,1,통일전자전거도로_경주시,1,0.0642
통일전자전거도로,경상북도,경주시,경상북도 경주시 배반동 831-4,,,,,,0.52,2.5,자전거보행자겸용도로,1,통일전자전거도로_경주시,1,0.0599
남천자전거길,경상북도,경주시,경상북도 경주시 사정동 358-1,,,,,,0.69,3.0,자전거우선도로,1,남천자전거길_경주시,1,0.072
남천자전거길,경상북도,경주시,경상북도 경주시 교동 153-1,,,,,,0.98,3.0,자전거보행자겸용도로,1,남천자전거길_경주시,1,0.0729
남천자전거길,경상북도,경주시,경상북도 경주시 교동 205-1,,,,,,0.54,3.2,자전거보행자겸용도로,1,남천자전거길_경주시,1,0.0763
남천자전거길,경상북도,경주시,경상북도 경주시 인왕동 403-2,,,,,,0.52,2.2,자전거보행자겸용도로,1,남천자전거길_경주시,1,0.0529
시청자전거길,경상북도,경주시,경상북도 경주시 동천동 410-6,,,,,,0.84,3.0,자전거보행자겸용도로,1,시청자전거길_경주시,1,0.0725
경주역자전거길,경상북도,경주시,경상북도 경주시 배반동 707-8,,,,,,0.74,3.7,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0885
경주역자전거길,경상북도,경주시,경상북도 경주시 인왕동 61-1,,,,,,0.74,3.7,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0885
경주역자전거길,경상북도,경주시,경상북도 경주시 인왕동 502-7,,,,,,0.35,3.4,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0804
경주역자전거길,경상북도,경주시,경상북도 경주시 인왕동 785-2,,,,,,0.46,2.5,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0597
경주역자전거길,경상북도,경주시,경상북도 경주시 인왕동 61-1,,,,,,0.81,3.7,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0887
경주역자전거길,경상북도,경주시,경상북도 경주시 인왕동 785-2,,,,,,0.71,4.5,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.1071
경주역자전거길,경상북도,경주시,경상북도 경주시 황오동 110-6,,,,,,0.71,4.5,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.1071
경주역자전거길,경상북도,경주시,경상북도 경주시 황오동 110-6,,,,,,0.39,1.5,자전거보행자겸용도로,1,경주역자전거길_경주시,0,0.0361
경주역자전거길,경상북도,경주시,경상북도 경주시 황오동 180-1,,,,,,0.39,1.5,자전거보행자겸용도로,1,경주역자전거길_경주시,0,0.0361
경주역자전거길,경상북도,경주시,경상북도 경주시 성동동 89-3,,,,,,1.5,3.0,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0745
경주역자전거길,경상북도,경주시,경상북도 경주시 황성동 365-4,,,,,,1.5,3.0,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0745
경주역자전거길,경상북도,경주시,경상북도 경주시 황성동 365-4,,,,,,0.31,2.5,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0592
경주역자전거길,경상북도,경주시,경상북도 경주시 용강동 1174-4,,,,,,0.31,2.5,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0592
경주역자전거길,경상북도,경주시,경상북도 경주시 경북 경주시 용강동 1168-9,,,,,,0.59,2.0,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0484
경주역자전거길,경상북도,경주시,경상북도 경주시 용강동 945-3,,,,,,0.59,2.0,자전거보행자겸용도로,1,경주역자전거길_경주시,1,0.0484
