visit_area_nm,x_coord,y_coord,attraction_score_mean,attraction_score_std,visit_count,attraction_score_norm
큐브의 스케이프 홍대점,126.9205726,37.5534232,3.9996,0.0,1,0.546
크라이 치즈 버거 가톨릭대점,126.8060438,37.4854506,4.2188,0.0382,2,0.6455
크래 머리 브루어리,127.3940642,37.7604188,4.2863,0.0,1,0.6761
크래머리 브루어리,127.3940642,37.7604188,4.3338,0.0795,2,0.6977
크래프트 한스 곤지암점,127.2944308,37.3372618,3.7728,0.0,1,0.4431
크레도 종로 프리미엄점,126.9908436,37.5700748,4.3299,0.0,1,0.6959
크레이저 커피 경기도청점,127.0570955,37.2884972,4.1872,0.0,1,0.6311
크레타,126.7041678,37.7889199,4.2369,0.0,1,0.6537
크롬바커 마포점,126.9489464,37.5404861,3.9432,0.0,1,0.5204
크리 에잇 쿠키 롯데월드몰점,127.1025487,37.5125576,3.8742,0.0,1,0.4891
크리미에,127.1077489,38.0299966,4.1499,0.0,1,0.6142
크리스 월드,127.5416977,37.7604075,4.3181,0.0589,2,0.6905
크리스피 크림 도넛 광명역사점,126.8848665,37.4169145,3.8237,0.0,1,0.4662
크리스피 크림 도넛 수원 인계점,127.0334695,37.2650864,3.7439,0.0,1,0.43
크리스피 크림 도넛 영등포점,126.9074736,37.515478,3.9807,0.0,1,0.5374
크리스피 프레시 상암 MBC 점,126.891352,37.5799397,4.1795,0.0,1,0.6276
크린토피아 인천 영종진 로마 아트 점,126.5628564,37.4889691,4.0661,0.0,1,0.5762
크림 스톤,126.9509077,37.4136807,4.1933,0.0,1,0.6339
크림 오브 더 크롭,126.9012845,37.6523293,4.1085,0.0,1,0.5954
크자요,126.9226968,37.5522641,3.8218,0.0,1,0.4653
큰 마당 감자탕,127.1098585,37.2544943,4.2137,0.0,1,0.6432
큰삼촌 농촌체험여행,127.7753504,37.5608221,4.4197,0.0108,2,0.7367
큰손 조개구이 칼국수,126.6922467,37.3477843,4.3208,0.0,1,0.6918
큰집 멸치국수 아주대점,127.043315,37.2792322,4.2846,0.0,1,0.6753
클라라의 떡 안 커피,127.3206474,37.5460733,4.1906,0.0,1,0.6327
클럽 보드리조트,127.5307624,37.7495971,4.6114,0.0,1,0.8236
클럽 블루,127.513824,37.7036276,3.9222,0.0,1,0.5109
클레이 스타 별도 예공방,126.626962,37.5211564,4.3585,0.0,1,0.7089
키 미노 돼지국밥,127.0780493,37.5927039,4.1077,0.0,1,0.5951
키 이스케이프 우주 라이크점,127.0314484,37.4956789,4.4436,0.0,1,0.7475
키스톤 스피시즈,127.2254798,37.6365609,4.2088,0.0812,4,0.641
키자니아 서울,127.09691830000001,37.5108757,4.3806,0.2246,3,0.7189
키즈 66,126.8905568,37.5987949,4.3547,0.0,1,0.7072
킨텍스,126.7464511,37.6695519,4.6031,0.0379,3,0.8199
킨텍스 바이 케이트 리,126.7480577,37.6684138,4.062,0.0255,2,0.5743
킨텍스 제1전시장,126.74627639999999,37.6689415,4.3769,0.235,10,0.7172
킨텍스 제1전시장 4홀,126.7460174,37.6684346,4.5591,0.1633,2,0.7999
킨텍스 제2전시장,126.7418147,37.664472,4.2142,0.1662,3,0.6434
킨텍스 제2전시장 10홀,126.7417966,37.6647986,4.2792,0.0,1,0.6729
킨텍스 제2전시장 6홀,126.74421,37.6653241,4.293,0.0,1,0.6792
킨텍스 제2전시장 7홀,126.7434249,37.6642485,4.1441,0.0,1,0.6116
킨텍스 제2전시장 9홀,126.7400472,37.6643131,4.2369,0.0,1,0.6537
킨텍스 중앙공원,126.7418371,37.6684832,4.1901,0.0932,2,0.6324
킨텍스 캠핑장,126.7392526,37.6633636,4.6241,0.0,1,0.8294
킬 리 뱅뱅,126.9710648,37.5764002,3.8327,0.0,1,0.4703
킴스 델리 마켓,127.1098375,37.5094805,3.8691,0.0,1,0.4868
킴스클럽 뉴코아 아울렛 평촌점,126.9511755,37.3891829,3.9157,0.0,1,0.5079
킴스클럽 일산점,126.7770566,37.6544709,4.1337,0.0,1,0.6068
킵댓 본점,127.0113671,37.2860497,4.2537,0.1019,4,0.6613
킹덤 키즈 풀빌라,127.5408867,37.7065122,4.3328,0.3925,3,0.6972
킹마트 용문점,127.5932154,37.4879606,3.7521,0.0,1,0.4337
킹콩 L 백화점,127.2043329,37.7476257,4.2043,0.0,1,0.6389
킹콩 주꾸미,127.0666782,37.1277087,3.856,0.0,1,0.4808
타깃 볼링,126.9431627,37.5575556,3.8907,0.0,1,0.4966
타르트야 신포시장 본점,126.626607,37.471611,4.3148,0.093,2,0.6891
타이 테라스,127.0407199,37.2468542,4.2765,0.0,1,0.6717
타이거 주유소,126.9020116,37.5784389,3.8337,0.0,1,0.4707
타이드워터,126.969637,37.5798686,4.0973,0.0,1,0.5903
타이리셔스 현대백화점 킨텍스점,126.7511424,37.6682248,4.3211,0.0,1,0.6919
타이프 한강점,126.9253387,37.5449353,4.2145,0.0,1,0.6435
타임 스트림,126.9303405,37.4838864,4.123,0.4027,2,0.602
타임 포파이,127.1515614,37.382823,4.0815,0.0,1,0.5832
타임뮤지엄,127.0930895,37.6244511,3.7569,0.0,1,0.4358
타임스퀘어,126.90307140000002,37.5171052,4.2995,0.1813,13,0.6821
타조 마을,126.7143795,37.705413,4.0492,0.0,1,0.5685
타코벨 여의도 메리츠 점,126.9263774,37.5242958,3.9315,0.0,1,0.5151
타코튜스데이 성수점,127.0456103,37.5467422,4.186,0.0,1,0.6306
타코튜즈데이 성수점,127.0455945,37.5467341,4.2934,0.0,1,0.6793
타크,127.0025571,37.5377013,4.1154,0.0,1,0.5986
타키,126.6708987,37.5110111,4.1126,0.0,1,0.5973
타타르 베이글 송도점,126.6383114,37.3897382,4.1128,0.0034,3,0.5974
탁구 발전소 24,126.6796102,37.6401867,4.1919,0.0,1,0.6333
탄도항,126.64488860000002,37.1926337,4.2601,0.1935,5,0.6642
탄천,127.1181355,37.3796578,4.2039,0.1085,3,0.6387
탄천종합운동장 볼링장,127.11956,37.4087739,4.1221,0.0,1,0.6016
탄천탄천교남단상류 진출입로,127.100482,37.4929896,4.4338,0.0,1,0.743
탄탄면 공방 스타필드 하남점,127.2256505,37.5452794,3.781,0.0,1,0.4468
탄탄면 공방 파르나스몰점,127.0608044,37.5091915,3.9706,0.0,1,0.5328
탐라 포차 야당점,126.761437,37.7165086,4.1774,0.0,1,0.6267
탐앤탐스 광명 KTX 역사점,126.8845164,37.4175899,3.9293,0.0,1,0.5141
탐앤탐스 더 클래식 압구정 로데오점,127.0395418,37.5257213,3.9962,0.0,1,0.5444
탐앤탐스 사당역점,126.9833041,37.476703,4.072,0.0,1,0.5789
탑 모텔,126.4555786,37.765216,4.385,0.3197,2,0.7209
탑골공원,126.9883452,37.5711666,4.167,0.2424,2,0.622
탑동 치킨카페,127.1176234,37.8962019,3.8788,0.0,1,0.4912
탑클라우드 호텔 수원점,127.01089005,37.29244405,4.0263,0.2169,4,0.5581
탑탑 다이너,127.1946697,37.5651204,4.2121,0.0,1,0.6424
탑텐 남양주 화도 점,127.281456,37.6560757,4.0523,0.0,1,0.5699
탑텐 다산 아이비 플레이스몰 점,127.1518084,37.6262182,4.1303,0.0,1,0.6053
탑텐 명동 2점,126.9833719,37.5637571,3.9208,0.0081,2,0.5103
탑텐 용인 하갈점,127.1046647,37.2547838,3.9607,0.0,1,0.5283
탑텐 의정부점,127.049118,37.7407641,3.9506,0.0,1,0.5237
탑텐 홈플동수원점,127.0301315,37.2627554,3.9182,0.0,1,0.5091
탕화 쿵후 마라탕,127.1524228,37.2772165,4.1925,0.0,1,0.6335
태극당,127.07827753333333,37.513135500000004,4.1768,0.1014,6,0.6264
태릉,127.0973312,37.6301094,4.0398,0.0,1,0.5643
태릉 숯불갈비,127.001128,37.3037925,4.2749,0.0,1,0.6709
태릉 허창 갈비,127.1092102,37.6469943,4.4837,0.0,1,0.7657
태릉입구역 7호선,127.0754053,37.6184595,4.2254,0.0,1,0.6485
태봉 감자탕,126.9774801,37.3993571,3.9121,0.0,1,0.5063
태산 패밀리파크,126.629746,37.7246359,4.8295,0.2412,2,0.9226
태양 커피 사당점,126.9826568,37.4794727,4.4442,0.0,1,0.7478
태풍 전망대,126.9738097,38.126515,3.8735,0.0,1,0.4888
태현공원,127.1436321,37.3695346,4.3176,0.0,1,0.6903
태화빌딩,126.9847182,37.571923,4.2987,0.0,1,0.6817
탤런트 박철호의 덕이동 주막,126.754614,37.6926999,4.4302,0.0,1,0.7414
탬버린즈 삼청점,126.9822612,37.5793694,4.1822,0.0,1,0.6289
탬버린즈 플래그십스토어 신사점,127.0220133,37.5206569,4.0312,0.2355,2,0.5603
탬버린즈하우스 도산,127.0356805,37.5253658,4.1826,0.0,1,0.6291
탬버린즈하우스도산,127.0356805,37.5253658,4.1826,0.0,1,0.6291
탭,127.02403833333334,37.290131699999996,4.2081,0.1091,3,0.6406
탭 퍼블릭 판교점,127.112209,37.3958245,4.4126,0.0,1,0.7334
탭샵바 동대문 두타점,127.0087748,37.5688846,4.3107,0.0,1,0.6872
터라비,126.9255772,37.5554952,4.3264,0.0,1,0.6943
터프 이너프 평택 비전점,127.0948906,36.9960968,4.5665,0.0,1,0.8033
턴 오프,126.6607084,37.3825244,4.1647,0.0,1,0.6209
털보 셀프 바비큐,127.3297607,37.459561,4.3743,0.0,1,0.716
텅,126.9881609,37.5771888,4.5311,0.0,1,0.7872
텅 성수 스페이스,127.0565428,37.5422604,4.4729,0.0,1,0.7608
테네스,127.0150302,37.2879333,4.4013,0.0,1,0.7283
테니,127.0591896,37.5410878,4.5434,0.0,1,0.7928
테니스 오븐,127.0434647,37.5464736,4.0695,0.2367,2,0.5777
테디 뵈르 하우스,126.9725325,37.5315984,4.0978,0.053,2,0.5906
테라로사 국립현대미술관 서울점,126.98059589999998,37.5793754,4.1559,0.2705,3,0.6169
테라로사 서종점,127.3552854,37.624698,4.2489,0.0,1,0.6591
테라로사 포스코센터점,127.0558798,37.5059647,4.3619,0.0,1,0.7104
테라스 478,127.056688,37.3600934,4.2962,0.1083,2,0.6806
테르메덴,127.44595220000001,37.194727,4.3924,0.1432,6,0.7243
테이블에 이 파주점,126.7620453,37.7163855,4.3673,0.0,1,0.7129
테이스티 버거,126.9207048,37.5482263,4.3229,0.0,1,0.6927
테이스팅 뮤지엄,127.0160256,37.2861374,4.4831,0.2788,2,0.7654
테이크 호텔,126.8832251,37.4191384,4.3881,0.232,14,0.7223
테이크 호텔 에이치 가든,126.8832138,37.4191204,4.3021,0.0,1,0.6833
테일러 커피 더 현대 서울,126.9286161,37.5255748,4.3771,0.0,1,0.7173
테크노파크역 인천 1호선,126.6562991,37.382281,4.1205,0.0037,3,0.6009
테트,126.9862342,37.5644107,4.3233,0.0,1,0.6929
텍사스 로드하우스 현대 프리미엄 아울렛 스페이스 원점,127.1524281,37.6162588,4.2483,0.2203,2,0.6589
텐 퍼센트 커피 시흥 거북성점,126.6825309,37.3230344,4.0528,0.0,1,0.5702
텐 퍼센트 커피 인천 박촌동점,126.745965,37.5559733,4.1781,0.0,1,0.627
텔 테일 커피 브루어스,127.1378138,37.4652387,4.4131,0.0,1,0.7336
토나 리스 시,127.1057548,37.3563835,4.2654,0.0,1,0.6666
토나 리우 등,127.1100048,37.5094353,4.2636,0.0,1,0.6658
토담 키즈 풀빌라 펜션,127.3155977,38.0176905,4.8958,0.0,1,0.9527
토담골,126.9782288,37.730167,4.4671,0.0,1,0.7582
토담골 물왕점,126.838129,37.3862701,4.2582,0.0,1,0.6634
토당 문화 플랫폼 능곡 194,126.819263,37.6206842,3.993,0.5371,2,0.543
토도로기,127.1021705,37.5171927,4.1856,0.0,1,0.6304
토마토김밥 남양주 다산점,127.1517161,37.6125855,4.1081,0.0,1,0.5952
토비 하우스,127.4853453,37.4046946,4.1904,0.0,1,0.6326
토성빌딩,127.0169751,37.5713497,3.839,0.0,1,0.4731
토실이네,127.1892337,37.7505826,4.6744,0.0,1,0.8522
토오루 과자점 작전점,126.7384663,37.529038,4.1932,0.0,1,0.6339
토요코인 호텔 서울 강남점,127.0299655,37.491877,3.9573,0.0521,3,0.5268
토요코인 호텔 서울 동대문 ,127.0078201,37.5644932,3.9025,0.0,1,0.5019
토요코인 호텔 서울 동대문 2,127.0078201,37.5644932,4.0563,0.1582,2,0.5717
토요코인 호텔 영등포점,126.91201259999998,37.5176222,4.053,0.2982,6,0.5702
토요코인 호텔 인천 부평점,126.7220705,37.4904457,4.6855,0.0,1,0.8573
토이 킹덤 스타필드 하남점,127.2238942,37.5448872,4.4106,0.0,1,0.7325
토이저러스 롯데마트 제타 플렉스점,127.0964939,37.5115572,4.4572,0.0231,2,0.7537
토이즈,127.0122231,37.2864776,4.2898,0.0,1,0.6777
토지,127.0824448,37.5104362,4.1971,0.0,1,0.6356
토파즈홀,127.112052,37.3927972,4.1862,0.0,1,0.6307
토평 동 대표 구리 토평점,127.1392843,37.5868361,4.096,0.0,1,0.5897
토평 마을 상록아파트 관리사무소,127.1454833,37.5887009,2.8813,0.0,1,0.0385
토향,126.6898923,37.7819594,4.1809,0.0846,3,0.6283
통 큰 해물 손칼국수 소래포구 본점,126.7354644,37.3976073,4.3316,0.0,1,0.6967
통 큰 회조기 창고,126.5790675,37.4960387,4.3473,0.0,1,0.7038
통리,127.4657326,37.5304535,3.7095,0.0,1,0.4144
통복시장,127.0834654,36.9968497,4.3418,0.0021,2,0.7013
통삼 근린공원,127.1136742,37.2620964,4.333,0.0,1,0.6973
통삼제빵소,127.1311827,37.1227261,4.2925,0.0,1,0.6789
통영 해물뚝배기 장기적,126.6605107,37.6504558,4.3098,0.0,1,0.6868
통영종합버스터미널,128.416929,34.885103,4.81,0.0,1,0.9138
통인시장,126.969948,37.5807697,4.0917,0.1524,5,0.5878
통일동산 두부마을,126.6887071,37.7830644,4.1787,0.1737,3,0.6273
통일부 판문점 견학안내소,126.7434507,37.8935729,4.0168,0.0275,2,0.5538
통일촌,126.7277724,37.9063986,4.1867,0.0,1,0.6309
통통 왕돈가스 상동 직영점,126.7491673,37.5054377,4.2491,0.0,1,0.6592
퇴계원 힐스테이트 아파트,127.1466187,37.6456563,2.8102,0.0,1,0.0062
퇴촌 갈비 밥,127.3506536,37.4776165,4.3629,0.0,1,0.7109
퇴촌 석갈비,127.385426,37.476222,4.2985,0.0,1,0.6817
퇴촌농협 하나로마트,127.3095606,37.4700439,4.1052,0.0,1,0.5939
투다 이대점,126.9425554,37.5570111,4.2808,0.0,1,0.6736
투데이 호텔,127.0722806,37.2014867,4.5359,0.0294,2,0.7894
투스크,126.9845655,37.544147,4.2508,0.0,1,0.66
투썸플레이스 강남역 중앙점,127.0279544,37.4994189,4.0284,0.0,1,0.5591
투썸플레이스 고모 호수점,127.1649393,37.7953267,4.1365,0.2536,3,0.6081
투썸플레이스 구리 인창점,127.1388801,37.6069377,4.3188,0.0,1,0.6909
투썸플레이스 길음역점,127.0243606,37.6042401,4.3648,0.0,1,0.7117
투썸플레이스 남양주 덕소점,127.2240875,37.5886562,4.0714,0.0,1,0.5786
투썸플레이스 대학로 아트점,127.0032934,37.5832864,4.2642,0.0,1,0.6661
투썸플레이스 동양 미래대점,126.8662021,37.5009052,3.9791,0.0,1,0.5367
투썸플레이스 동탄 산척점,127.1184163,37.170137,3.8708,0.0,1,0.4876
투썸플레이스 문정 KD7점,127.1157093,37.4856991,3.8743,0.0,1,0.4891
투썸플레이스 반포 대로 점,127.0010971,37.5059275,3.9092,0.0,1,0.505
투썸플레이스 부천 중동 현대점,126.7609645,37.5033187,4.0808,0.0,1,0.5829
투썸플레이스 서종 리버사이드점,127.3537332,37.6246351,4.2013,0.2902,2,0.6375
투썸플레이스 성남 태평역점,127.1289665,37.4402573,3.8639,0.0,1,0.4844
투썸플레이스 성수 SKV 타워 점,127.0557911,37.5433582,4.2211,0.0,1,0.6465
투썸플레이스 송파구청 사거리점,127.1071287,37.5150899,4.1669,0.0,1,0.6219
투썸플레이스 송파나루역점,127.111751,37.5101499,4.0855,0.0,1,0.585
투썸플레이스 수원 성균관대점,126.9694015,37.2967335,3.8291,0.0,1,0.4686
투썸플레이스 숙대 입구역점,126.9728202,37.543352,3.893,0.0,1,0.4976
투썸플레이스 신도림 디큐브시티점,126.8894304,37.5089572,3.8208,0.0,1,0.4648
투썸플레이스 오산 세교점,127.0511408,37.1746075,3.8381,0.0,1,0.4727
투썸플레이스 용산 아이파크몰점,126.9651728,37.5293953,3.9165,0.0,1,0.5083
투썸플레이스 종로 5가역점,127.0000781,37.5711248,3.8301,0.077,2,0.4691
투썸플레이스 화성 병점점,127.0427781,37.2151141,4.2881,0.0,1,0.6769
투썸플레이스 화성사 강점,126.7422746,37.2121491,4.0822,0.0,1,0.5835
투하의 숲,126.9687431,37.5787872,4.5385,0.0,1,0.7905
트니트니어드벤처,127.4032402,37.7139143,4.2395,0.0,1,0.6549
트라움 풀빌라 글램핑 카라반,127.3779448,37.7695308,4.5077,0.0,1,0.7766
트라이볼,126.6350093,37.3942043,4.4658,0.3554,2,0.7576
트래고그,127.034141,37.4860022,3.8846,0.0,1,0.4938
트레이더스 홀세일 클럽 고양점,126.8928926,37.6463791,4.3476,0.0,1,0.7039
트레이더스 홀세일 클럽 구성점,127.1050478,37.3050254,3.9224,0.0,1,0.511
트레이더스 홀세일 클럽 동탄점,127.0972794,37.1936269,4.2683,0.135,2,0.6679
트레이더스 홀세일 클럽 수원점,127.0485867,37.2462277,4.14,0.2201,2,0.6097
트레이더스 홀세일 클럽 스타필드 시티 부천점,126.8135902,37.4612301,4.1607,0.1233,2,0.6191
트레이더스 홀세일 클럽 안산점,126.7850156,37.3312518,3.9495,0.0,1,0.5233
트레이더스 홀세일 클럽 킨텍스점,126.74418199999998,37.661612,4.1836,0.2263,3,0.6295
트레이더스 홀세일 클럽 하남점,127.2238015,37.5456713,4.1733,0.2253,6,0.6248
트레플,126.626403,37.4717203,4.2186,0.0,1,0.6454
트로바,126.6963946,37.788611,4.2369,0.0,1,0.6537
트리아농,126.7478543,37.6709,4.222,0.0106,2,0.6469
트리지움 아파트,127.0911442,37.509918,2.8907,0.0,1,0.0428
트리코,127.0113557,37.2852576,4.1623,0.0646,2,0.6198
트리플 스트리트,126.66099752941176,37.379995094117646,4.3156,0.2052,17,0.6894
트윈팰리스 아파트,127.1322273,37.4856259,2.9658,0.0,1,0.0768
틈새라면 명동 본점,126.9859787,37.5630285,3.8858,0.0,1,0.4943
틈새라면 홍대 창전점,126.9297861,37.5542391,4.0708,0.0,1,0.5783
티 카페 차희,126.8405064,37.1867764,4.4131,0.0,1,0.7336
티 하우스 에덴,127.3954367,37.261833,4.3161,0.0,1,0.6896
티 하우스 청담,127.0546259,37.5189083,4.1744,0.0,1,0.6253
티앤 풀빌라 펜션,127.5251931,37.8970152,4.672,0.0,1,0.8512
티어스 명동,126.9912941,37.560809,4.3994,0.2836,4,0.7275
티엔 미미 서촌점,126.9706451,37.5786345,4.1321,0.0996,2,0.6061
티와 이 피디,126.9241572,37.5584964,4.0251,0.0,1,0.5576
티파니의 하루,127.0795677,37.1953116,3.9214,0.0,1,0.5105
팀호완 삼성점,127.0568475,37.5114271,4.5034,0.0,1,0.7746
팀호완 용산점,126.9658559,37.5300244,4.3048,0.0,1,0.6845
파네트리 제과명장 김영모,127.1040571,37.4200387,4.3899,0.0351,2,0.7231
파닥파닥 클럽,127.0216847,37.2835442,4.4936,0.1012,2,0.7702
파드마,127.1858207,37.7456778,3.7988,0.0,1,0.4549
파라 스파라 델리,127.0076867,37.6649462,3.9724,0.0,1,0.5337
파라 스파라 서울,127.0076833,37.6648922,4.3632,0.2507,2,0.711
파라 스파라 서울 라운드풀,127.0083563,37.6631136,4.342,0.0,1,0.7014
파라곤 센트럴파크 아파트,126.7109941,37.5864879,2.8107,0.0,1,0.0065
파라다이스 시티,126.4558126,37.4371576,4.2974,0.2432,4,0.6812
파라다이스 시티 씨메르,126.4571625,37.4356456,4.3274,0.0971,3,0.6948
파라다이스 시티 원더 박스,126.4573003,37.4365797,4.19,0.0,1,0.6324
파라다이스 시티 호텔 더 스파 앳 파라다이스,126.456158,37.4378295,4.2067,0.0,1,0.64
파라스파라 서울,127.0076833,37.6648922,4.4533,0.0,1,0.7519
파로스 관광호텔,127.0811662,37.5110597,3.9383,0.1094,8,0.5182
파르나스 몰,127.0608317,37.5093068,4.315,0.178,2,0.6891
파르티아 워터하우스,127.5406989,37.7178039,3.7502,0.1023,2,0.4328
파리 크루아상 광화문점,126.9779266,37.5709596,4.6002,0.0,1,0.8185
파리 크루아상 삼성역점,127.061912,37.5081314,4.5449,0.0,1,0.7934
파리 크루아상 예술의 전당점,127.0131918,37.4802598,3.9792,0.0663,2,0.5368
파리공원,126.8771616,37.5347678,3.981,0.0,1,0.5376
파리바게뜨 강화 길상점,126.4906627,37.6391772,3.9459,0.0,1,0.5216
파리바게뜨 공항 신도시점,126.4885563,37.4926965,3.9587,0.0,1,0.5274
파리바게뜨 광주 쌍령점,127.2757521,37.39756,3.7955,0.0,1,0.4534
파리바게뜨 당동 현대점,126.7847183,37.8667326,4.1156,0.0,1,0.5986
파리바게뜨 동백 백현점,127.1594286,37.2821468,4.0522,0.0,1,0.5699
파리바게뜨 상현 힐스테이트 점,127.0765012,37.3094804,3.892,0.0,1,0.4972
파리바게뜨 수원 경희대점,127.0778501,37.2479655,3.7862,0.0,1,0.4491
파리바게뜨 수원 시청역점,127.0322117,37.2633973,3.9551,0.0,1,0.5258
파리바게뜨 인덕원 삼성점,126.9773937,37.4011483,4.1704,0.0,1,0.6235
파리바게뜨 초지역 푸르지오점,126.8049534,37.3239492,4.2356,0.0,1,0.6531
파리바게뜨 하남사랑점,127.2214551,37.540877,3.8163,0.0,1,0.4628
파리에 소,127.195516,37.2764828,4.0958,0.0,1,0.5896
파리에 스테이션,127.0042795,37.5031848,4.301,0.0,1,0.6828
파산 서원,126.8597056,37.9324526,4.0363,0.0,1,0.5627
파서 성,127.5493075,37.4112236,4.2488,0.0,1,0.6591
파스쿠찌 광명역 자이 스트리트점,126.8873962,37.4158646,4.0344,0.0,1,0.5618
파스쿠찌 센트로 서울점,126.9734381,37.5558004,4.4398,0.0,1,0.7458
파스쿠찌 소마미술 관점,127.1181239,37.516922,3.86,0.0,1,0.4826
파스쿠찌 유명산 DI 점,127.4940965,37.5995016,4.0084,0.0,1,0.55
파스쿠찌 파주 지혜의 숲점,126.6867921,37.7084829,4.1998,0.0,1,0.6368
파스쿠찌 화성 동탄점,127.0730055,37.2044921,4.3315,0.0,1,0.6966
파스텔시티,126.9821598,37.4775552,4.0363,0.0,1,0.5627
파스퇴르밀크바 롯데몰 광명점,126.8844806,37.4239727,3.9412,0.0,1,0.5195
파시 914(넷플릭스 드라마 더 글로리 속 촬영지),127.0350868,37.523236,4.1461,0.0,1,0.6125
파육칼,127.4761092,37.5005171,4.2321,0.0,1,0.6515
파이 인 더 숍,126.9216968,37.5649126,4.4209,0.0,1,0.7372
파이브 가이즈 강남,127.0256831,37.5011674,4.2372,0.0863,6,0.6538
파이어 스몰,127.0983285,37.4131625,4.0636,0.0,1,0.5751
파인 트리 글램핑 캠핑장,127.3642428,38.0206914,4.5363,0.0,1,0.7896
파인벨리 글램핑 1호점,127.2755335,37.8750867,4.5184,0.3278,2,0.7814
파인벨리 글램핑 3호점,127.2746045,37.8752871,4.8711,0.0,1,0.9415
파인힐 커피하우스,127.0441842,37.924187,4.3844,0.226,2,0.7206
파주 공룡 박물관,126.6969726,37.7910919,3.9478,0.0,1,0.5225
파주 나비 나라,126.6869103,37.7148801,4.1096,0.0,1,0.5959
파주 놀이 구름,126.7591481,37.7228378,4.1373,0.1039,2,0.6085
파주 닭 국수 가평점,127.506101,37.8520483,4.1765,0.0,1,0.6263
파주 닭 국수 파주 본점,126.7856499,37.7698185,4.35,0.0874,3,0.705
파주 돌 짜장,126.7801674,37.7216715,4.2159,0.0409,2,0.6441
파주 신세계 프리미엄 아울렛 전기차 충전소(테슬라 전용),126.6933269,37.7699766,4.1537,0.0,1,0.6159
파주 팜랜드,126.6923823,37.8100469,4.5646,0.0,1,0.8024
파주 푸르지오 아파트,126.80856275,37.74769805,3.1573,0.0065,2,0.1638
파주 프리미엄 아울렛,126.6963345,37.7694708,4.4399,0.2097,20,0.7458
파주삼릉,126.8329587,37.7445346,4.1919,0.0,1,0.6333
파주시 도시 관광공사 운정 행복센터 대공연장,126.7510945,37.7242626,4.2007,0.0,1,0.6373
파주장단콩 두부,126.7894939,37.7734941,4.1168,0.0,1,0.5992
파주출판 단지 근린공원,126.68827449999999,37.7195291,4.1636,0.0765,3,0.6204
파주출판도시,126.6866399,37.7090807,4.59,0.224,2,0.8139
파주출판도시 자유로 휴게소 주유소,126.6839911,37.7001765,4.0148,0.0,1,0.5529
파주출판도시 자유로 휴게소 주차장,126.6842671,37.6995385,4.1906,0.0,1,0.6327
파크 마린 호텔,126.7347914,37.401025149999995,3.8798,0.0673,4,0.4916
파크 원 타워 ,126.9278228,37.527025,4.2321,0.0,1,0.6515
파크 프리 베,127.0609832,37.7062342,4.3514,0.2796,2,0.7056
파크 하얏트 서울,127.0642831,37.508732,4.4848,0.1138,2,0.7662
파크뷰 테라스,126.7620453,37.7163828,3.9769,0.0091,2,0.5357
파크뷰 테라스 호텔,126.7620566,37.716399,4.6543,0.0,1,0.8431
파크하비오휘트니스,127.1245356,37.4803679,3.8105,0.0,1,0.4602
파트 브리지,127.0155553,37.2862285,3.8447,0.0,1,0.4757
파티마 평화의 성당,126.762088,37.8885334,4.3277,0.0,1,0.6949
파티스리 카이에,126.9118887,37.5507807,4.2377,0.0,1,0.654
파티와 호텔,126.6829506,37.4616519,4.0759,0.0343,2,0.5806
파파 1215 본점,127.1141603,37.0022478,4.2375,0.0,1,0.654
파파야 리프,127.0276515,37.502969,4.2881,0.0,1,0.6769
판교 박물관,127.0955614,37.4010722,4.2662,0.0,1,0.667
판교 테크원 타워,127.1123315,37.3954333,3.0742,0.0,1,0.126
판교역 경강선,127.1119827,37.3947759,4.3504,0.0,1,0.7052
판교역 신분당선,127.1111978,37.3947775,4.2103,0.1658,4,0.6416
판교원마을 9단지 한림 풀게 범 아파트,127.0962882,37.3900107,3.0853,0.0633,2,0.1311
판다 익스프레스 여의도 IFC 몰점,126.9254995,37.52549,4.0646,0.0,1,0.5755
판문점,126.6770652,37.9558219,3.9478,0.0,1,0.5225
팔,126.9708485,37.5795716,3.9134,0.0,1,0.5069
팔각도 광명역점,126.8823608,37.4177725,4.1001,0.0377,2,0.5916
팔각도 동두천 지행점,127.0525071,37.8917676,4.0674,0.0,1,0.5768
팔각도 시흥 정왕 로데오점,126.7356717,37.3440257,4.0662,0.0,1,0.5762
팔공 떡볶이,127.0049238,37.5327034,3.9996,0.0,1,0.546
팔달 삼림,127.0178863,37.2768564,4.5513,0.0,1,0.7964
팔달공원,127.0103645,37.2776043,4.3015,0.1356,3,0.683
팔달문시장,127.0176665,37.2772034,4.0469,0.1847,7,0.5675
팔달산,127.0099117,37.2807346,4.3335,0.1703,4,0.6975
팔당 반점 본점,127.2377238,37.5533016,4.0638,0.0,1,0.5751
팔당 반점 여의도 BNK 직영점,126.9248808,37.5242535,4.0646,0.0,1,0.5755
팔당 원종 칼제비,127.2375833,37.5414619,4.2927,0.0,1,0.679
팔당 자연애,127.2484247,37.5456671,4.1762,0.0,1,0.6262
팔당 제빵소,127.2348208,37.559736,4.2141,0.0,1,0.6434
팔당 추계 국수 본점,127.2547178,37.5411054,4.2079,0.1106,4,0.6405
팔당물안개공원,127.316003,37.5105757,4.5058,0.0,1,0.7757
팔당역 경의 중앙선,127.2439662,37.5473594,4.1321,0.1864,2,0.6061
팔덕 식당 호매실점,126.9550012,37.2758284,4.2038,0.0,1,0.6387
